ViewerID,age,gender,children,marital,Household Size,Social Class,Household Status,Working Status,Ethnic Origin,Number of TV sets,Digital Status,Cable/Satellite,Multi Channel Status,TV Platform Reception Type,Mosaic Classification
54605-2,35-44,M,1,married,3 people,AB,Head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Industrial Heritage - Clocking Off
54611-1,45-64,F,0,married,4 people,AB,Housewife,8-29 hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Mid-Career Climbers
54611-2,45-64,M,0,married,4 people,AB,Head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Mid-Career Climbers
54611-3,16-24,M,0,single,4 people,AB,Neither hw nor hh,f.t. education / under school,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Mid-Career Climbers
54611-4,16-24,F,0,single,4 people,AB,Neither hw nor hh,f.t. education / under school,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Mid-Career Climbers
54876-1,45-64,M,0,married,2 people,AB,Head of household,No paid work,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Professional Rewards - Mid-Career Climbers
54876-2,45-64,F,0,married,2 people,AB,Housewife,No paid work,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Professional Rewards - Mid-Career Climbers
54884-1,45-64,F,0,married,2 people,C2,Housewife,No paid work,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Ex-Council Community - Settled Ex-Tenants
54884-2,45-64,M,0,married,2 people,C2,Head of household,30+ hours per week,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Ex-Council Community - Settled Ex-Tenants
54986-1,35-44,F,1,married,4 people,AB,Housewife,No paid work,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Modern Agribusiness
54986-2,35-44,M,1,married,4 people,AB,Head of household,30+ hours per week,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Modern Agribusiness
54997-1,45-64,M,0,married,3 people,C2,Head of household,30+ hours per week,White British,1,No Digital TV,None,No Multichannel TV,No TV At All,Suburban Mindsets - Mid-Market Families
54997-2,45-64,F,0,married,3 people,C2,Housewife,No paid work,White British,1,No Digital TV,None,No Multichannel TV,No TV At All,Suburban Mindsets - Mid-Market Families
54997-3,16-24,M,0,single,3 people,C2,Neither hw nor hh,30+ hours per week,White British,1,No Digital TV,None,No Multichannel TV,No TV At All,Suburban Mindsets - Mid-Market Families
55051-1,35-44,F,1,married,4 people,AB,Housewife,8-29 hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Jacks of All Trades
55051-2,35-44,M,1,married,4 people,AB,Head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Jacks of All Trades
55145-1,35-44,M,1,married,3 people,C1,Housewife,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Elderly Needs - Low Spending Elders
55145-2,25-34,F,1,married,3 people,C1,Head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Elderly Needs - Low Spending Elders
55297-1,45-64,M,0,married,3 people,C2,housewife and head of household,30+ hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Farming Today
55297-3,16-24,M,0,single,3 people,C2,Neither hw nor hh,No paid work,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Farming Today
55297-4,16-24,M,0,single,3 people,C2,Neither hw nor hh,30+ hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Farming Today
55337-1,35-44,F,1,married,4 people,AB,Housewife,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Jacks of All Trades
55337-2,35-44,M,1,married,4 people,AB,Head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Jacks of All Trades
55356-1,35-44,F,2,married,6 people,AB,Housewife,No paid work,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Modern Agribusiness
55356-2,35-44,M,2,married,6 people,AB,Head of household,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Modern Agribusiness
55471-1,35-44,M,2,married,4 people,C1,Head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Farming Today
55471-2,35-44,F,2,married,4 people,C1,Housewife,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Farming Today
55475-1,45-64,M,0,single,1 person,E,housewife and head of household,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Choice Right to Buy
55620-1,25-34,F,1,married,4 people,C2,Housewife,30+ hours per week,Other White,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Professional Rewards - Escape to the Country
55620-2,35-44,M,1,married,4 people,C2,Head of household,30+ hours per week,Other White,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Professional Rewards - Escape to the Country
55716-1,25-34,F,1,married,4 people,AB,housewife and head of household,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Garden Suburbia
55716-2,35-44,M,1,married,4 people,AB,Neither hw nor hh,30+ hours per week,Other White,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Garden Suburbia
55745-1,45-64,F,0,married,3 people,C1,Housewife,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Modern Agribusiness
55745-2,45-64,M,0,married,3 people,C1,Head of household,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Modern Agribusiness
55745-3,25-34,M,0,single,3 people,C1,Neither hw nor hh,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Modern Agribusiness
55807-1,45-64,F,0,married,2 people,C2,Housewife,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Escape to the Country
55807-2,45-64,M,0,married,2 people,C2,Head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Escape to the Country
55937-1,45-64,F,0,married,4 people,C1,Housewife,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Innate Conservatives
55937-2,45-64,M,0,married,4 people,C1,Head of household,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Innate Conservatives
55937-3,16-24,M,0,single,4 people,C1,Neither hw nor hh,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Innate Conservatives
55937-4,16-24,F,0,single,4 people,C1,Neither hw nor hh,8-29 hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Innate Conservatives
55952-1,25-34,F,1,married,3 people,C1,housewife and head of household,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Hardworking Families
55952-2,16-24,M,1,married,3 people,C1,Neither hw nor hh,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Hardworking Families
56094-1,45-64,M,0,single,1 person,C1,housewife and head of household,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,New Homemakers - Foot on the Ladder
56173-1,45-64,M,0,single,1 person,E,housewife and head of household,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Upper Floor Living - Small Block Singles
56270-1,35-44,F,0,married,2 people,C1,Housewife,30+ hours per week,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Farming Today
56270-2,25-34,M,0,married,2 people,C1,Head of household,30+ hours per week,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Farming Today
5137-2,45-64,F,0,single,2 people,C2,Neither hw nor hh,No paid work,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Ex-Council Community - Settled Ex-Tenants
12310-2,35-44,M,0,single,2 people,D,Neither hw nor hh,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Ex-Council Community - Settled Ex-Tenants
15455-1,35-44,F,1,married,4 people,AB,housewife and head of household,8-29 hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Production Managers
15455-2,35-44,M,1,married,4 people,AB,Neither hw nor hh,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Production Managers
20726-1,45-64,M,0,single,1 person,E,housewife and head of household,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Side Street Singles
20857-2,45-64,F,0,single,2 people,C2,housewife and head of household,30+ hours per week,Black – African,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Unclassified
20857-4,25-34,F,0,single,2 people,C2,Neither hw nor hh,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Unclassified
23917-1,45-64,M,0,single,1 person,C1,housewife and head of household,30+ hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Squires Among Locals
30731-1,45-64,M,0,married,2 people,C2,Head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Jacks of All Trades
30731-2,45-64,F,0,married,2 people,C2,Housewife,8-29 hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Jacks of All Trades
31078-1,45-64,F,0,married,3 people,C1,Housewife,8-29 hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Parish Guardians
31078-2,45-64,M,0,married,3 people,C1,Head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Parish Guardians
31078-4,16-24,F,0,single,3 people,C1,Neither hw nor hh,f.t. education / under school,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Parish Guardians
31160-1,45-64,F,0,married,2 people,C1,Housewife,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Jacks of All Trades
31160-2,45-64,M,0,married,2 people,C1,Head of household,8-29 hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Jacks of All Trades
33690-1,45-64,M,0,single,1 person,D,housewife and head of household,No paid work,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Terraced Melting Pot - Low-Key Starters
34183-1,45-64,M,0,single,1 person,C2,housewife and head of household,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Rural Solitude - Upland Struggle
34527-1,45-64,F,0,married,2 people,AB,Housewife,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Rural Solitude - Upland Struggle
