respondent-id,age,gender,education,income,children,marital,pets
MA427Y,45-64,F,Trade / technical school or college,Mid 50%,3+,married,2
JU207N,35-44,M,University degree,Mid 50%,0,married,1
PB639M,45-64,F,Trade / technical school or college,Mid 50%,2,married,2
XX825J,45-64,F,Schooling until age 16,Mid 50%,3+,single,0
XF666L,45-64,F,Schooling until age 18,Mid 50%,0,single,1
TV466O,25-34,F,Schooling until age 18,Prefer not to say,2,single,2
UJ606Y,25-34,M,Schooling until age 16,Prefer not to say,0,single,1
NL976H,45-64,F,Schooling until age 18,Mid 50%,3+,single,0
IE161I,45-64,M,Schooling until age 18,Mid 50%,1,married,0
JE114V,45-64,M,Postgraduate degree,Top 25%,1,married,1
OM503N,35-44,F,University degree,Mid 50%,3+,married,0
IM119W,45-64,F,University degree,Bottom 25%,0,single,1
TX659C,45-64,F,Trade / technical school or college,Bottom 25%,0,single,3+
GE579Q,16-24,M,University degree,Bottom 25%,1,single,2
GZ396J,45-64,M,University degree,Top 25%,0,married,3+
FD145D,45-64,M,University degree,Top 25%,2,married,3+
PJ625H,45-64,F,Schooling until age 18,Mid 50%,1,single,3+
YE290Z,16-24,F,Trade / technical school or college,Mid 50%,1,single,2
LI305A,16-24,F,Schooling until age 18,Prefer not to say,0,single,0
RU502X,35-44,M,Schooling until age 16,Mid 50%,2,single,3+
PG299G,45-64,M,University degree,Mid 50%,0,single,0
CY655U,25-34,F,University degree,Mid 50%,0,single,0
QD413K,35-44,F,University degree,Mid 50%,0,single,3+
QJ672T,35-44,M,Postgraduate degree,Top 25%,1,married,2
OZ846D,25-34,M,University degree,Mid 50%,0,single,1
RB179J,45-64,F,University degree,Top 25%,1,married,0
HR495D,16-24,F,Schooling until age 18,Prefer not to say,0,single,3+
IC632K,35-44,M,Schooling until age 18,Mid 50%,1,married,0
AB194I,45-64,M,Schooling until age 18,Prefer not to say,0,married,3+
KB703D,45-64,M,Schooling until age 16,Mid 50%,3+,married,2
GU260T,25-34,F,Schooling until age 18,Mid 50%,2,married,3+
ZL843L,35-44,F,Schooling until age 18,Mid 50%,1,single,2
KV157D,25-34,F,Postgraduate degree,Top 25%,0,single,3+
FY435G,45-64,F,Schooling until age 16,Mid 50%,2,married,1
WL878X,16-24,F,Schooling until age 18,Mid 50%,0,single,3+
YE182A,25-34,F,Schooling until age 16,Bottom 25%,0,single,1
ZD284N,45-64,M,University degree,Top 25%,2,single,1
QV643N,35-44,F,Postgraduate degree,Mid 50%,1,single,0
IS872C,35-44,F,Schooling until age 18,Bottom 25%,0,married,0
IE283Y,45-64,F,University degree,Top 25%,2,married,3+
RY947T,45-64,F,University degree,Prefer not to say,2,married,0
UF972B,45-64,M,Trade / technical school or college,Mid 50%,3+,married,2
OJ777E,45-64,M,University degree,Mid 50%,0,married,2
DN473T,16-24,F,Schooling until age 18,Prefer not to say,0,single,1
RA227Z,35-44,F,Schooling until age 18,Mid 50%,3+,married,1
RL483I,16-24,M,Schooling until age 18,Top 25%,0,single,3+
XU272M,16-24,F,University degree,Mid 50%,0,single,0
KM116Y,45-64,F,University degree,Prefer not to say,2,single,0
UG158W,45-64,F,Postgraduate degree,Prefer not to say,0,married,1
HQ975V,16-24,F,Schooling until age 16,Prefer not to say,0,single,1
KW300Y,16-24,F,Schooling until age 18,Bottom 25%,0,single,1
GU536G,25-34,M,Schooling until age 16,Mid 50%,0,single,0
BK551V,35-44,F,Schooling until age 18,Mid 50%,3+,married,2
SC882P,45-64,F,Schooling until age 16,Bottom 25%,2,single,2
UZ609K,25-34,F,Schooling until age 18,Mid 50%,2,single,2
BZ967T,45-64,M,Trade / technical school or college,Prefer not to say,2,married,1
MQ604J,35-44,F,Schooling until age 16,Prefer not to say,1,married,2
TR431C,16-24,F,University degree,Bottom 25%,3+,single,2
ZZ294Y,16-24,M,Schooling until age 18,Bottom 25%,0,single,2
WN486I,45-64,F,University degree,Mid 50%,0,married,1
II300J,35-44,F,Schooling until age 18,Bottom 25%,3+,single,2
CS273Y,25-34,M,University degree,Mid 50%,0,single,2
WH475R,25-34,F,Trade / technical school or college,Mid 50%,3+,single,3+
GL401F,25-34,F,Schooling until age 18,Mid 50%,1,married,0
UL507W,45-64,F,Schooling until age 16,Bottom 25%,1,single,2
RW478S,25-34,M,University degree,Mid 50%,0,single,3+
LP415O,45-64,M,Schooling until age 18,Top 25%,2,single,2
HZ483S,25-34,M,University degree,Top 25%,1,married,3+
MT573F,35-44,M,Schooling until age 16,Mid 50%,0,married,2
QD974F,45-64,M,University degree,Bottom 25%,0,single,3+
HG325J,16-24,F,Schooling until age 16,Bottom 25%,1,single,1
GJ683I,16-24,M,Schooling until age 18,Top 25%,0,single,0
ZD798Y,16-24,M,University degree,Mid 50%,0,single,2
UN743X,35-44,F,University degree,Mid 50%,0,single,0
LL338O,45-64,M,Schooling until age 16,Bottom 25%,0,single,0
IS159K,35-44,F,University degree,Prefer not to say,1,married,1
ZT470J,45-64,M,Schooling until age 16,Mid 50%,2,single,3+
ZG423Y,35-44,M,University degree,Mid 50%,0,single,1
NU446H,45-64,F,Schooling until age 16,Prefer not to say,2,married,3+
ZW388Q,45-64,F,University degree,Top 25%,2,married,3+
JN421P,25-34,M,Postgraduate degree,Top 25%,1,married,3+
JN578K,45-64,F,Schooling until age 16,Bottom 25%,3+,single,3+
ER376P,25-34,M,University degree,Mid 50%,2,married,0
MK479K,35-44,M,Trade / technical school or college,Mid 50%,2,married,2
VV697V,35-44,F,Trade / technical school or college,Bottom 25%,1,single,0
DX534Z,25-34,F,University degree,Mid 50%,3+,single,3+
EM738O,25-34,F,University degree,Bottom 25%,0,married,0
OJ123M,45-64,M,Trade / technical school or college,Top 25%,1,married,0
BB122L,45-64,F,Postgraduate degree,Top 25%,3+,married,1
AT357Q,45-64,M,University degree,Top 25%,2,single,3+
QW344N,45-64,M,Trade / technical school or college,Mid 50%,2,married,2
TK212Q,45-64,F,Trade / technical school or college,Prefer not to say,0,single,3+
PW623B,45-64,M,Trade / technical school or college,Mid 50%,0,married,1
AZ652Q,45-64,F,Schooling until age 16,Mid 50%,2,married,2
JE360A,35-44,M,University degree,Mid 50%,0,single,2
AD999T,35-44,M,Schooling until age 18,Top 25%,0,single,3+
UP465H,45-64,M,Postgraduate degree,Top 25%,2,married,2
US595K,35-44,M,Trade / technical school or college,Mid 50%,0,married,2
UL389J,35-44,F,Schooling until age 16,Prefer not to say,2,single,2
XZ267E,45-64,M,University degree,Mid 50%,0,single,3+
XG693Y,35-44,F,Schooling until age 18,Mid 50%,1,single,0
WS396T,16-24,F,Schooling until age 18,Top 25%,0,single,0
JR566E,45-64,F,Schooling until age 18,Mid 50%,2,single,3+
OP571K,35-44,M,Postgraduate degree,Mid 50%,1,married,1
OG807S,25-34,F,Schooling until age 18,Mid 50%,2,married,1
VQ327A,16-24,F,University degree,Mid 50%,0,single,2
IH959U,25-34,F,Postgraduate degree,Mid 50%,0,single,1
MV235B,25-34,F,Schooling until age 16,Mid 50%,0,single,1
MQ138Z,35-44,F,Postgraduate degree,Top 25%,1,single,3+
NZ702Y,25-34,M,University degree,Top 25%,1,married,0
NG731H,25-34,F,Postgraduate degree,Top 25%,0,single,2
AY767A,35-44,M,Schooling until age 16,Mid 50%,0,single,0
LJ776U,45-64,F,Schooling until age 16,Prefer not to say,3+,married,0
CQ891Y,35-44,M,Trade / technical school or college,Top 25%,0,single,0
EQ779J,45-64,F,Trade / technical school or college,Bottom 25%,0,single,0
AD366H,45-64,M,Schooling until age 16,Top 25%,2,married,3+
WH800V,45-64,F,Trade / technical school or college,Bottom 25%,0,single,1
QF756Z,35-44,M,Schooling until age 18,Top 25%,0,single,1
TH312I,45-64,F,Trade / technical school or college,Mid 50%,2,married,2
WO295D,45-64,M,Trade / technical school or college,Top 25%,2,married,1
LG633U,16-24,F,Schooling until age 18,Top 25%,0,single,1
UX591U,35-44,F,Schooling until age 16,Mid 50%,2,single,0
YH338B,16-24,M,Schooling until age 16,Bottom 25%,2,married,0
LF530N,25-34,M,Trade / technical school or college,Prefer not to say,1,single,3+
MF550X,35-44,F,University degree,Mid 50%,2,single,1
VU735Q,35-44,F,Postgraduate degree,Mid 50%,2,married,2
NV829R,25-34,M,Postgraduate degree,Top 25%,0,married,1
BO165S,25-34,M,Schooling until age 18,Bottom 25%,0,single,0
QC265S,25-34,M,University degree,Prefer not to say,0,single,0
HG213P,35-44,M,Postgraduate degree,Top 25%,1,married,0
SH271Y,35-44,M,University degree,Bottom 25%,3+,married,3+
RK424V,16-24,M,Trade / technical school or college,Top 25%,0,single,1
GI174L,45-64,M,Schooling until age 18,Top 25%,1,married,3+
KY679I,16-24,M,Schooling until age 16,Bottom 25%,0,single,1
PI847F,45-64,M,Trade / technical school or college,Bottom 25%,0,single,3+
FU151M,35-44,F,Schooling until age 18,Mid 50%,3+,single,0
EI397Z,35-44,M,Postgraduate degree,Top 25%,2,married,2
KL537L,16-24,M,Postgraduate degree,Prefer not to say,0,single,0
MT239I,45-64,F,Trade / technical school or college,Mid 50%,2,married,0
BA158B,35-44,M,University degree,Mid 50%,0,single,0
UK827M,25-34,F,University degree,Mid 50%,1,single,0
OG473G,35-44,F,Schooling until age 16,Bottom 25%,1,single,2
PG704K,45-64,M,Schooling until age 18,Top 25%,3+,single,1
GC602Y,35-44,F,Trade / technical school or college,Mid 50%,1,married,3+
NJ518P,25-34,M,Postgraduate degree,Top 25%,0,single,0
UA837P,35-44,F,Schooling until age 18,Mid 50%,3+,single,0
FH311A,45-64,F,University degree,Top 25%,2,married,3+
MQ328H,16-24,F,Schooling until age 16,Mid 50%,0,single,1
LA607E,35-44,F,Schooling until age 16,Mid 50%,3+,single,1
NJ453U,16-24,F,University degree,Mid 50%,0,single,3+
WD222I,45-64,F,University degree,Prefer not to say,0,single,1
IN321W,45-64,F,Schooling until age 16,Mid 50%,0,single,2
IY461Q,25-34,F,Schooling until age 18,Mid 50%,0,single,2
JX265F,25-34,M,University degree,Bottom 25%,0,single,1
WV744N,25-34,F,Schooling until age 18,Bottom 25%,0,single,0
XV173R,45-64,F,Trade / technical school or college,Prefer not to say,2,single,0
PN249M,25-34,M,Schooling until age 16,Bottom 25%,0,single,2
WD960U,16-24,M,Trade / technical school or college,Mid 50%,0,single,1
HO500E,16-24,F,University degree,Prefer not to say,0,single,2
HK865V,45-64,F,Trade / technical school or college,Top 25%,2,married,2
EA559G,25-34,F,Postgraduate degree,Mid 50%,1,married,1
ZC314V,45-64,F,Schooling until age 18,Top 25%,3+,single,0
TL384R,45-64,F,Schooling until age 18,Mid 50%,1,single,0
NF919Z,16-24,F,University degree,Mid 50%,0,single,3+
NZ361N,25-34,F,Schooling until age 18,Bottom 25%,2,married,2
MI550G,35-44,F,University degree,Mid 50%,1,married,3+
KS209Z,35-44,F,Schooling until age 18,Mid 50%,2,married,1
GY993K,25-34,F,Trade / technical school or college,Bottom 25%,0,single,1
XR340N,45-64,F,Trade / technical school or college,Mid 50%,3+,married,0
RA446T,45-64,M,Schooling until age 16,Bottom 25%,0,single,3+
FK582E,35-44,M,Trade / technical school or college,Bottom 25%,1,single,2
GU438B,35-44,F,University degree,Bottom 25%,1,single,2
KQ874M,25-34,M,Trade / technical school or college,Top 25%,2,single,3+
TT567Y,35-44,F,Trade / technical school or college,Bottom 25%,0,single,1
YR176B,16-24,F,Schooling until age 18,Prefer not to say,0,single,3+
ON482Y,25-34,F,Trade / technical school or college,Top 25%,2,single,0
AK440Q,35-44,M,Schooling until age 18,Mid 50%,0,single,3+
PQ626V,16-24,F,University degree,Top 25%,0,single,2
ZP949B,35-44,M,University degree,Mid 50%,0,single,0
LS726G,45-64,M,Postgraduate degree,Bottom 25%,0,single,1
QQ168T,16-24,M,Schooling until age 18,Top 25%,0,single,0
KO596F,45-64,F,Schooling until age 16,Prefer not to say,3+,married,1
JH783M,45-64,M,Schooling until age 16,Mid 50%,2,married,1
KN720G,25-34,F,University degree,Mid 50%,0,single,0
ZZ732K,35-44,F,Trade / technical school or college,Bottom 25%,2,single,0
DH582M,45-64,M,University degree,Mid 50%,2,single,2
IW821N,35-44,M,Postgraduate degree,Top 25%,1,married,1
DI691R,45-64,F,Schooling until age 18,Bottom 25%,0,single,3+
KT625O,45-64,M,Schooling until age 18,Mid 50%,2,married,0
TX537T,35-44,M,Postgraduate degree,Mid 50%,1,single,2
CU323Q,45-64,F,University degree,Bottom 25%,0,single,3+
XU819J,45-64,F,Postgraduate degree,Mid 50%,2,single,1
QU824W,45-64,F,Schooling until age 16,Prefer not to say,0,married,0
FK374G,25-34,F,Schooling until age 18,Mid 50%,1,single,1
LD583M,25-34,F,University degree,Top 25%,0,single,2
XC884I,35-44,M,Trade / technical school or college,Mid 50%,3+,single,1
FC330G,25-34,F,Schooling until age 18,Bottom 25%,0,single,0
XP329L,25-34,F,Trade / technical school or college,Mid 50%,1,married,0
EJ451Z,45-64,F,Trade / technical school or college,Bottom 25%,0,married,3+
EQ983W,16-24,F,Schooling until age 18,Prefer not to say,0,single,2
FR909V,35-44,F,Trade / technical school or college,Prefer not to say,1,married,1
VQ373O,16-24,F,University degree,Prefer not to say,0,single,3+
HW785M,16-24,F,Schooling until age 18,Bottom 25%,0,single,2
KY524G,45-64,F,Trade / technical school or college,Prefer not to say,2,married,2
XM871C,25-34,F,Schooling until age 18,Bottom 25%,1,single,2
CJ918H,45-64,F,University degree,Top 25%,0,married,2
ZD582L,16-24,M,Schooling until age 18,Prefer not to say,0,single,2
YG681U,25-34,F,Schooling until age 18,Mid 50%,2,married,2
WH741S,25-34,F,Trade / technical school or college,Mid 50%,0,single,0
VU328B,45-64,M,Trade / technical school or college,Mid 50%,0,married,1
VP913C,45-64,M,Trade / technical school or college,Mid 50%,1,married,0
NY606V,45-64,F,Schooling until age 16,Bottom 25%,1,single,1
DQ908A,35-44,M,Schooling until age 18,Bottom 25%,0,single,1
SE121K,25-34,M,University degree,Mid 50%,2,single,0
YN965Y,45-64,F,Schooling until age 18,Prefer not to say,2,married,1
YJ989B,25-34,F,Schooling until age 16,Bottom 25%,1,single,1
ME436E,25-34,F,Schooling until age 18,Prefer not to say,1,married,2
AX601F,45-64,F,Trade / technical school or college,Bottom 25%,0,single,2
CH758B,25-34,F,Trade / technical school or college,Prefer not to say,0,single,1
AK888B,16-24,F,Schooling until age 18,Mid 50%,0,single,3+
EV669S,25-34,F,University degree,Top 25%,0,single,1
EZ878E,45-64,F,Postgraduate degree,Prefer not to say,3+,married,1
AD462W,16-24,M,Schooling until age 16,Top 25%,0,single,1
DD813J,45-64,M,University degree,Mid 50%,3+,single,1
QK316E,45-64,F,Trade / technical school or college,Mid 50%,1,single,1
OR929K,25-34,F,University degree,Top 25%,1,single,0
GQ243T,35-44,F,University degree,Mid 50%,0,single,0
QB149S,16-24,F,Schooling until age 18,Prefer not to say,0,single,3+
FA454R,35-44,F,Schooling until age 18,Mid 50%,1,single,0
BA722P,25-34,F,University degree,Bottom 25%,0,single,1
FW148S,25-34,M,University degree,Mid 50%,0,single,0
WV626I,25-34,M,Schooling until age 18,Mid 50%,1,married,1
UX619U,16-24,F,Schooling until age 18,Mid 50%,0,single,1
CV548R,35-44,M,University degree,Mid 50%,1,married,3+
YS617G,45-64,M,Schooling until age 16,Mid 50%,3+,married,2
NC522H,16-24,F,Schooling until age 18,Top 25%,0,single,0
EP141U,45-64,F,Schooling until age 16,Bottom 25%,0,single,2
LL254K,25-34,M,University degree,Top 25%,2,married,1
QX397V,35-44,F,Schooling until age 18,Mid 50%,3+,married,1
LN211P,45-64,F,Schooling until age 18,Bottom 25%,2,married,3+
TP866B,25-34,M,Trade / technical school or college,Mid 50%,0,single,3+
HF946A,35-44,F,Schooling until age 18,Mid 50%,0,single,0
PE752G,16-24,M,Schooling until age 18,Bottom 25%,0,single,2
OW259D,35-44,M,University degree,Top 25%,0,married,0
GE857E,45-64,F,Schooling until age 18,Top 25%,0,married,1
WJ530L,45-64,F,Schooling until age 18,Mid 50%,0,single,2
KV110P,45-64,F,Postgraduate degree,Mid 50%,0,married,0
ND122K,16-24,F,University degree,Mid 50%,0,single,1
QD107R,35-44,M,Trade / technical school or college,Mid 50%,3+,married,1
SE953W,45-64,F,University degree,Mid 50%,3+,married,2
RF721E,45-64,F,University degree,Bottom 25%,1,single,2
MQ133M,45-64,F,Schooling until age 16,Bottom 25%,3+,single,2
FB901U,45-64,M,Schooling until age 16,Prefer not to say,2,married,0
JA833B,45-64,M,Schooling until age 16,Bottom 25%,0,single,1
KB465L,16-24,F,Schooling until age 18,Top 25%,0,single,2
BI775E,16-24,F,Schooling until age 18,Bottom 25%,0,single,1
YS542V,45-64,M,University degree,Mid 50%,0,single,3+
FP734I,35-44,M,Schooling until age 18,Mid 50%,0,single,3+
YQ365Y,45-64,M,Schooling until age 16,Mid 50%,0,married,2
AC425X,45-64,M,Trade / technical school or college,Mid 50%,1,married,0
NA759T,35-44,F,Postgraduate degree,Bottom 25%,0,married,2
KA521Y,16-24,F,Schooling until age 16,Mid 50%,0,single,0
OG699J,25-34,M,University degree,Top 25%,2,married,1
IX640P,45-64,M,Schooling until age 16,Prefer not to say,2,single,2
ZI895Q,45-64,M,Trade / technical school or college,Bottom 25%,0,single,1
LX117T,45-64,F,Schooling until age 16,Bottom 25%,1,single,1
IR125T,16-24,F,University degree,Bottom 25%,0,single,3+
CB340B,35-44,F,Schooling until age 16,Mid 50%,3+,single,1
BQ834W,25-34,F,University degree,Top 25%,0,married,3+
HP263D,45-64,F,Schooling until age 18,Top 25%,2,married,2
YG433A,45-64,M,Schooling until age 16,Bottom 25%,0,married,0
LV457I,35-44,M,Trade / technical school or college,Bottom 25%,0,single,1
TJ149R,45-64,F,Schooling until age 18,Bottom 25%,1,single,0
UP420H,45-64,M,Postgraduate degree,Top 25%,1,married,0
DQ742N,45-64,M,Schooling until age 16,Mid 50%,3+,single,1
BW558A,35-44,F,Schooling until age 16,Mid 50%,1,married,3+
EP198H,45-64,F,University degree,Bottom 25%,3+,married,0
IS113D,45-64,M,University degree,Mid 50%,3+,married,2
LD443Y,35-44,F,University degree,Mid 50%,2,married,0
VM749W,45-64,F,Trade / technical school or college,Mid 50%,3+,married,1
TM249S,16-24,M,Schooling until age 18,Bottom 25%,0,single,3+
FC907K,35-44,M,University degree,Top 25%,2,married,2
OL206D,45-64,M,University degree,Mid 50%,1,married,0
XG962R,35-44,M,Postgraduate degree,Top 25%,3+,single,0
HA384S,45-64,M,Schooling until age 18,Mid 50%,0,single,2
QA794X,45-64,F,University degree,Bottom 25%,1,single,3+
QV362W,35-44,M,Schooling until age 18,Mid 50%,0,single,2
ZJ103V,35-44,F,Trade / technical school or college,Prefer not to say,2,single,3+
QO695G,45-64,F,Schooling until age 16,Top 25%,0,single,3+
QY319F,25-34,F,Postgraduate degree,Mid 50%,3+,married,1
YM363O,45-64,M,Postgraduate degree,Prefer not to say,2,single,3+
PE400W,45-64,F,University degree,Mid 50%,3+,single,0
UI473C,45-64,F,University degree,Mid 50%,1,married,1
GO212H,45-64,M,Schooling until age 16,Prefer not to say,2,married,3+
AD454X,25-34,F,University degree,Bottom 25%,0,single,2
KB616O,35-44,F,Postgraduate degree,Top 25%,2,single,3+
VZ790L,25-34,F,University degree,Mid 50%,0,single,3+
RO474E,35-44,M,Schooling until age 16,Bottom 25%,0,single,1
YE851G,25-34,M,University degree,Top 25%,0,married,3+
MU309C,45-64,F,Trade / technical school or college,Top 25%,3+,married,0
DC830Y,45-64,F,Schooling until age 16,Bottom 25%,1,married,3+
DI656R,25-34,F,Postgraduate degree,Mid 50%,0,single,2
XL855E,35-44,M,University degree,Mid 50%,1,married,2
RR730R,35-44,M,University degree,Bottom 25%,0,single,1
EZ719T,45-64,M,University degree,Top 25%,3+,married,0
GF318H,35-44,M,Schooling until age 16,Bottom 25%,0,single,1
SC622O,35-44,F,University degree,Mid 50%,2,married,2
HV502G,35-44,F,Trade / technical school or college,Bottom 25%,1,single,0
VH822S,25-34,F,Trade / technical school or college,Mid 50%,1,single,3+
KO290B,45-64,M,Schooling until age 18,Mid 50%,0,single,3+
RX801V,16-24,F,University degree,Mid 50%,0,single,2
NP244B,25-34,F,University degree,Mid 50%,0,single,3+
OG137R,16-24,M,University degree,Prefer not to say,0,single,2
KV982C,25-34,F,University degree,Mid 50%,3+,married,2
VB413C,35-44,M,Trade / technical school or college,Top 25%,2,married,2
CR808D,35-44,M,University degree,Mid 50%,2,married,3+
IE124T,25-34,F,University degree,Mid 50%,0,single,2
TG677I,35-44,F,Schooling until age 18,Prefer not to say,2,single,3+
LG542I,16-24,M,Schooling until age 18,Bottom 25%,0,single,1
DE815Y,45-64,F,University degree,Mid 50%,0,single,3+
